,year,nationality,gender,passed,subj_code,subj_name,number
4715,2021,NATA,GESW,PRUEFBESTN,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,0
4716,2020,NATA,GESW,PRUEFBESTJ,SF231,Druck- und Reproduktionstechnik,11
4717,2018,NATA,GESW,PRUEFBESTN,SF371,Tierproduktion,0
4718,2021,NATA,GESM,PRUEFBESTN,SF014,Astrophysik und Astronomie,0
4719,2021,NATD,GESM,PRUEFBESTN,SF122,"Orientalistik, Altorientalistik",0
4720,2020,NATA,GESW,PRUEFBESTN,SF007,Angewandte Kunst,0
4721,2018,NATA,GESM,PRUEFBESTN,SF303,Kommunikationswissenschaft/Publizistik,3
4722,2019,NATA,GESW,PRUEFBESTN,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
4723,2018,NATD,GESM,PRUEFBESTN,SF215,Gesundheitstechnik,110
4724,2023,NATA,GESM,PRUEFBESTJ,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
4725,2019,NATA,GESM,PRUEFBESTN,SF007,Angewandte Kunst,0
4726,2020,NATD,GESW,PRUEFBESTN,SF235,Fahrzeugtechnik,7
4727,2021,NATD,GESW,PRUEFBESTN,SF028,Brauwesen/Getränketechnologie,0
4728,2021,NATD,GESM,PRUEFBESTN,SF268,Verkehrswesen,0
4729,2023,NATA,GESW,PRUEFBESTJ,SF274,Tourismuswirtschaft,142
4730,2019,NATD,GESW,PRUEFBESTN,SF165,Orchestermusik,0
4731,2023,NATD,GESW,PRUEFBESTJ,SF262,Bibliothekswesen,13
4732,2018,NATA,GESM,PRUEFBESTJ,SF078,Indologie,2
4733,2019,NATD,GESW,PRUEFBESTJ,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
4734,2019,NATA,GESW,PRUEFBESTJ,SF067,Germanistik/Deutsch,592
4735,2018,NATD,GESW,PRUEFBESTJ,SF048,Elektrotechnik/Elektronik,846
4736,2021,NATD,GESM,PRUEFBESTJ,SF158,Turkologie,8
4737,2020,NATA,GESW,PRUEFBESTN,SF247,Medizinische Informatik,2
4738,2021,NATA,GESW,PRUEFBESTJ,SF132,Psychologie,782
4739,2022,NATD,GESM,PRUEFBESTN,SF429,Stahlbau,0
4740,2023,NATD,GESW,PRUEFBESTN,SF037,Archiv- und Dokumentationswissenschaft,0
4741,2023,NATA,GESW,PRUEFBESTJ,SF034,Dänisch,0
4742,2018,NATA,GESW,PRUEFBESTN,SF277,Wirtschaftsinformatik,56
4743,2018,NATA,GESW,PRUEFBESTJ,SF274,Tourismuswirtschaft,192
4744,2020,NATD,GESM,PRUEFBESTJ,SF365,Pädagogik der frühen Kindheit,61
4745,2022,NATD,GESM,PRUEFBESTN,SF273,Mittlere und neuere Geschichte,0
4746,2023,NATA,GESW,PRUEFBESTN,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),2
4747,2023,NATD,GESM,PRUEFBESTN,SF079,Informatik,940
4748,2018,NATA,GESM,PRUEFBESTN,SF053,"Evangelische Theologie, - Religionslehre",1
4749,2023,NATA,GESM,PRUEFBESTJ,SF076,Hütten- und Gießereiwesen,62
4750,2018,NATA,GESM,PRUEFBESTN,SF209,Tschechisch,0
4751,2020,NATA,GESW,PRUEFBESTJ,SF139,Russisch,34
4752,2019,NATA,GESW,PRUEFBESTN,SF057,Luft- und Raumfahrttechnik,8
4753,2023,NATD,GESW,PRUEFBESTJ,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),420
4754,2018,NATD,GESW,PRUEFBESTN,SF265,Bankwesen,0
4755,2020,NATD,GESM,PRUEFBESTJ,SF125,Agrarökonomie,136
4756,2020,NATA,GESM,PRUEFBESTN,SF114,Musikwissenschaft/-geschichte,0
4757,2022,NATA,GESW,PRUEFBESTN,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
4758,2023,NATD,GESM,PRUEFBESTJ,SF064,Naturschutz,80
4759,2023,NATD,GESW,PRUEFBESTN,SF277,Wirtschaftsinformatik,74
4760,2023,NATA,GESM,PRUEFBESTN,SF065,Geologie/Paläontologie,0
4761,2018,NATA,GESW,PRUEFBESTJ,SF034,Dänisch,0
4762,2021,NATD,GESM,PRUEFBESTN,SF028,Brauwesen/Getränketechnologie,8
4763,2022,NATA,GESM,PRUEFBESTJ,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),2
4764,2018,NATA,GESM,PRUEFBESTJ,SF172,Verwaltungswissenschaft/-wesen,47
4765,2018,NATD,GESW,PRUEFBESTJ,SF142,Schiffbau/Schiffstechnik,33
4766,2018,NATA,GESW,PRUEFBESTN,SF131,Portugiesisch,0
4767,2020,NATD,GESW,PRUEFBESTJ,SF007,Angewandte Kunst,345
4768,2023,NATD,GESW,PRUEFBESTJ,SF168,Justizvollzug,24
4769,2020,NATD,GESM,PRUEFBESTN,SF222,Kommunikations- und Informationstechnik,22
4770,2021,NATD,GESW,PRUEFBESTJ,SF026,Biologie,6474
4771,2020,NATA,GESM,PRUEFBESTJ,SF275,Wissenschaftsgeschichte/Technikgeschichte,0
4772,2020,NATD,GESW,PRUEFBESTJ,SF090,Lernbereich Geisteswissenschaften,1650
4773,2019,NATD,GESM,PRUEFBESTJ,SF090,Lernbereich Geisteswissenschaften,178
4774,2023,NATD,GESM,PRUEFBESTN,SF173,Ethnologie,6
4775,2021,NATD,GESW,PRUEFBESTJ,SF266,Finanzverwaltung,323
4776,2023,NATD,GESW,PRUEFBESTN,SF276,Wirtschaftsmathematik,13
4777,2022,NATD,GESM,PRUEFBESTJ,SF548,Ur- und Frühgeschichte,65
4778,2022,NATD,GESW,PRUEFBESTJ,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,25
4779,2022,NATA,GESM,PRUEFBESTN,SF140,Angewandte Systemwissenschaften,4
4780,2022,NATD,GESW,PRUEFBESTN,SF231,Druck- und Reproduktionstechnik,0
4781,2020,NATA,GESW,PRUEFBESTJ,SF138,Agrarbiologie,20
4782,2021,NATD,GESM,PRUEFBESTJ,SF012,Archäologie,139
4783,2020,NATA,GESM,PRUEFBESTJ,SF035,Darstellende Kunst/Bühnenkunst/Regie,25
4784,2023,NATA,GESW,PRUEFBESTN,SF142,Schiffbau/Schiffstechnik,0
4785,2022,NATD,GESM,PRUEFBESTJ,SF152,Allg. Sprachwissenschaft/Indogermanistik,168
4786,2020,NATD,GESM,PRUEFBESTN,SF128,Physik,189
4787,2021,NATA,GESW,PRUEFBESTN,SF254,Sachunterricht (einschließlich Schulgarten),0
4788,2022,NATD,GESW,PRUEFBESTJ,SF255,Archivwesen,43
4789,2023,NATD,GESW,PRUEFBESTN,SF130,Westslawisch (allgemein und a.n.g.),0
4790,2018,NATD,GESW,PRUEFBESTN,SF025,Biochemie,32
4791,2018,NATD,GESM,PRUEFBESTJ,SF213,Versorgungstechnik,444
4792,2022,NATA,GESM,PRUEFBESTJ,SF044,Ost- und Südosteuropa-Studien,9
4793,2018,NATA,GESW,PRUEFBESTN,SF037,Archiv- und Dokumentationswissenschaft,0
4794,2019,NATA,GESM,PRUEFBESTJ,SF232,Gesundheitswissenschaften/-management,126
4795,2021,NATD,GESW,PRUEFBESTJ,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",104
4796,2020,NATA,GESW,PRUEFBESTN,SF091,Kunsterziehung,1
4797,2019,NATA,GESM,PRUEFBESTN,SF091,Kunsterziehung,0
4798,2019,NATA,GESM,PRUEFBESTN,SF101,Restaurierungskunde,0
4799,2020,NATA,GESW,PRUEFBESTN,SF101,Restaurierungskunde,0
4800,2019,NATD,GESW,PRUEFBESTJ,SF305,Medientechnik,669
4801,2019,NATD,GESM,PRUEFBESTJ,SF006,Amerikanistik/Amerikakunde,132
4802,2021,NATD,GESW,PRUEFBESTN,SF122,"Orientalistik, Altorientalistik",0
4803,2019,NATA,GESW,PRUEFBESTN,SF390,Archäometrie (Ingenieurarchäologie),0
4804,2023,NATD,GESW,PRUEFBESTN,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,72
4805,2022,NATA,GESM,PRUEFBESTN,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
4806,2022,NATD,GESW,PRUEFBESTN,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",8
4807,2019,NATA,GESW,PRUEFBESTN,SF150,Spanisch,1
4808,2022,NATD,GESM,PRUEFBESTN,SF034,Dänisch,0
4809,2019,NATD,GESM,PRUEFBESTN,SF115,Grundschul-/Primärstufenpädagogik,4
4810,2021,NATA,GESW,PRUEFBESTN,SF014,Astrophysik und Astronomie,0
4811,2020,NATA,GESW,PRUEFBESTJ,SF232,Gesundheitswissenschaften/-management,260
4812,2019,NATD,GESW,PRUEFBESTJ,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",46
4813,2021,NATA,GESM,PRUEFBESTJ,SF144,Technische Kybernetik,11
4814,2021,NATD,GESM,PRUEFBESTN,SF361,Schulpädagogik,1
4815,2019,NATA,GESW,PRUEFBESTJ,SF161,Diakoniewissenschaft,0
4816,2021,NATD,GESM,PRUEFBESTJ,SF252,Journalistik (ab 2008 zu SF303),0
4817,2022,NATD,GESM,PRUEFBESTJ,SF058,"Forstwissenschaft, -wirtschaft",625
4818,2021,NATA,GESM,PRUEFBESTN,SF253,Sozialwesen,0
4819,2019,NATA,GESM,PRUEFBESTN,SF247,Medizinische Informatik,2
4820,2021,NATA,GESW,PRUEFBESTJ,SF038,Lateinamerika-Studien,15
4821,2019,NATA,GESM,PRUEFBESTJ,SF138,Agrarbiologie,38
4822,2021,NATD,GESW,PRUEFBESTN,SF268,Verkehrswesen,0
4823,2023,NATA,GESM,PRUEFBESTJ,SF071,Haushalts- und Ernährungswissenschaft,19
4824,2019,NATA,GESW,PRUEFBESTN,SF198,Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232),0
4825,2020,NATA,GESW,PRUEFBESTN,SF106,Tanzpädagogik,0
4826,2018,NATD,GESM,PRUEFBESTJ,SF065,Geologie/Paläontologie,64
4827,2022,NATA,GESW,PRUEFBESTJ,SF140,Angewandte Systemwissenschaften,46
4828,2020,NATD,GESM,PRUEFBESTN,SF365,Pädagogik der frühen Kindheit,1
4829,2023,NATD,GESM,PRUEFBESTJ,SF213,Versorgungstechnik,355
4830,2018,NATD,GESW,PRUEFBESTN,SF260,Bundeswehrverwaltung,0
4831,2021,NATA,GESM,PRUEFBESTN,SF157,Mikroelektronik,0
4832,2020,NATD,GESW,PRUEFBESTN,SF082,Holz-/Fasertechnik,0
4833,2019,NATD,GESW,PRUEFBESTN,SF064,Naturschutz,1
4834,2022,NATA,GESW,PRUEFBESTJ,SF380,Mechatronik,141
4835,2019,NATA,GESW,PRUEFBESTN,SF208,Soziale Arbeit,6
4836,2018,NATA,GESW,PRUEFBESTJ,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,212
4837,2019,NATA,GESM,PRUEFBESTN,SF192,Dirigieren,1
4838,2020,NATA,GESM,PRUEFBESTN,SF353,Pflanzenproduktion,0
4839,2018,NATA,GESW,PRUEFBESTN,SF274,Tourismuswirtschaft,14
4840,2023,NATA,GESW,PRUEFBESTJ,SF273,Mittlere und neuere Geschichte,5
4841,2023,NATA,GESM,PRUEFBESTJ,SF321,Erwachsenenbildung und außerschulische Jugendbild.,5
4842,2019,NATA,GESM,PRUEFBESTN,SF108,Metalltechnik,0
4843,2023,NATA,GESM,PRUEFBESTJ,SF227,Weinbau und Kellerwirtschaft,27
4844,2018,NATA,GESM,PRUEFBESTN,SF202,Fertigungs-/Produktionstechnik,25
4845,2022,NATA,GESM,PRUEFBESTJ,SF280,Kartografie,15
4846,2021,NATD,GESM,PRUEFBESTN,SF023,Bildende Kunst/Grafik,0
4847,2019,NATA,GESM,PRUEFBESTN,SF098,Sportpädagogik/Sportpsychologie,0
4848,2020,NATA,GESW,PRUEFBESTN,SF190,Sonderpädagogik,2
4849,2023,NATA,GESW,PRUEFBESTJ,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,153
4850,2019,NATD,GESM,PRUEFBESTJ,SF096,Lebensmittelchemie,157
4851,2019,NATD,GESM,PRUEFBESTJ,SF106,Tanzpädagogik,2
4852,2018,NATA,GESM,PRUEFBESTN,SF192,Dirigieren,0
4853,2021,NATD,GESW,PRUEFBESTN,SF029,Sportwissenschaft,12
4854,2021,NATD,GESM,PRUEFBESTN,SF169,Ethik,0
4855,2021,NATA,GESM,PRUEFBESTJ,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),160
4856,2022,NATA,GESM,PRUEFBESTN,SF188,Allgemeine Literaturwissenschaft,0
4857,2022,NATA,GESW,PRUEFBESTJ,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
4858,2018,NATA,GESM,PRUEFBESTJ,SF227,Weinbau und Kellerwirtschaft,27
4859,2020,NATD,GESW,PRUEFBESTJ,SF094,Wasserbau,80
4860,2018,NATD,GESM,PRUEFBESTN,SF316,Elektronische Energietechnik,10
4861,2022,NATD,GESM,PRUEFBESTJ,SF292,Islamische Studien/Islamische Theologie,31
4862,2023,NATD,GESM,PRUEFBESTJ,SF119,Niederländisch,7
4863,2021,NATD,GESW,PRUEFBESTJ,SF361,Schulpädagogik,169
4864,2023,NATD,GESW,PRUEFBESTJ,SF165,Orchestermusik,79
4865,2020,NATA,GESM,PRUEFBESTN,SF259,Auswärtige Angelegenheiten,0
4866,2018,NATD,GESW,PRUEFBESTN,SF166,Sportmanagement/Sportökonomie,9
4867,2023,NATA,GESW,PRUEFBESTJ,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,303
4868,2022,NATD,GESM,PRUEFBESTJ,SF052,Erziehungswissenschaft (Pädagogik),1641
4869,2022,NATD,GESM,PRUEFBESTJ,SF302,Medienwissenschaft,488
4870,2020,NATD,GESW,PRUEFBESTJ,SF104,Maschinenbau/-wesen,1938
4871,2018,NATA,GESW,PRUEFBESTJ,SF429,Stahlbau,0
4872,2018,NATA,GESW,PRUEFBESTJ,SF273,Mittlere und neuere Geschichte,6
4873,2022,NATA,GESM,PRUEFBESTJ,SF186,Lernbereich Naturwissenschaft/Sachunterricht,2
4874,2020,NATA,GESM,PRUEFBESTJ,SF036,Sonstige Regionalwissenschaften,2
4875,2020,NATD,GESM,PRUEFBESTN,SF125,Agrarökonomie,20
4876,2018,NATA,GESM,PRUEFBESTN,SF098,Sportpädagogik/Sportpsychologie,1
4877,2018,NATA,GESW,PRUEFBESTN,SF034,Dänisch,0
4878,2022,NATA,GESW,PRUEFBESTJ,SF286,Mikrosystemtechnik,59
4879,2018,NATA,GESW,PRUEFBESTJ,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,162
4880,2021,NATA,GESM,PRUEFBESTJ,SF019-07,Friesisch (2007 aufgelöst),0
4881,2020,NATD,GESM,PRUEFBESTJ,SF124,Ozeanografie,0
4882,2022,NATA,GESW,PRUEFBESTN,SF154,Lernbereich Gesellschaftslehre,0
4883,2020,NATA,GESM,PRUEFBESTN,SF113,Musikerziehung,1
4884,2018,NATD,GESW,PRUEFBESTN,SF020,Bergbau/Bergtechnik,3
4885,2022,NATA,GESM,PRUEFBESTJ,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",16
4886,2020,NATA,GESW,PRUEFBESTN,SF096,Lebensmittelchemie,1
4887,2018,NATA,GESM,PRUEFBESTN,SF108,Metalltechnik,0
4888,2023,NATA,GESW,PRUEFBESTN,SF048,Elektrotechnik/Elektronik,93
4889,2018,NATD,GESM,PRUEFBESTN,SF160,Computerlinguistik,16
4890,2022,NATD,GESM,PRUEFBESTJ,SF199,Lernbereich Technik,110
4891,2022,NATA,GESM,PRUEFBESTN,SF282,Biotechnologie,4
4892,2023,NATD,GESW,PRUEFBESTN,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,38
4893,2022,NATA,GESW,PRUEFBESTN,SF155,Theaterwissenschaft,0
4894,2023,NATA,GESW,PRUEFBESTN,SF287,Neue Medien,0
4895,2022,NATD,GESM,PRUEFBESTJ,SF209,Tschechisch,0
4896,2022,NATD,GESW,PRUEFBESTJ,SF014,Astrophysik und Astronomie,24
4897,2022,NATA,GESM,PRUEFBESTN,SF041,Sonstiges Orientierungsstudium,0
4898,2021,NATD,GESW,PRUEFBESTJ,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
4899,2019,NATA,GESM,PRUEFBESTJ,SF333,Haushaltswissenschaft,0
4900,2022,NATD,GESM,PRUEFBESTN,SF173,Ethnologie,1
4901,2019,NATD,GESW,PRUEFBESTJ,SF290,Sonstige Fächer,27
4902,2022,NATD,GESW,PRUEFBESTN,SF230,Gesang,0
4903,2020,NATA,GESM,PRUEFBESTJ,SF130,Westslawisch (allgemein und a.n.g.),0
4904,2020,NATD,GESW,PRUEFBESTJ,SF103,Markscheidewesen,1
4905,2021,NATA,GESW,PRUEFBESTN,SF111,Mineralogie,0
4906,2023,NATD,GESM,PRUEFBESTN,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),123
4907,2019,NATD,GESW,PRUEFBESTJ,SF300,Biomedizin,212
4908,2022,NATD,GESM,PRUEFBESTJ,SF053,"Evangelische Theologie, - Religionslehre",402
4909,2022,NATD,GESW,PRUEFBESTJ,SF254,Sachunterricht (einschließlich Schulgarten),223
4910,2022,NATA,GESM,PRUEFBESTJ,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,38
4911,2023,NATA,GESM,PRUEFBESTN,SF216,Glastechnik/Keramik,0
4912,2023,NATD,GESW,PRUEFBESTN,SF273,Mittlere und neuere Geschichte,1
4913,2018,NATD,GESM,PRUEFBESTN,SF067,Germanistik/Deutsch,134
4914,2023,NATA,GESW,PRUEFBESTN,SF141,Abfallwirtschaft,0
4915,2020,NATA,GESW,PRUEFBESTJ,SF081,Iranistik,1
4916,2018,NATA,GESM,PRUEFBESTJ,SF226,Verfahrenstechnik,150
4917,2018,NATA,GESM,PRUEFBESTJ,SF070,Griechisch,2
4918,2020,NATA,GESM,PRUEFBESTJ,SF276,Wirtschaftsmathematik,48
4919,2020,NATA,GESM,PRUEFBESTN,SF019,Orientierungsstudium MINT,0
4920,2023,NATD,GESW,PRUEFBESTN,SF429,Stahlbau,0
4921,2021,NATA,GESM,PRUEFBESTN,SF010,Arabisch/Arabistik,0
4922,2019,NATD,GESM,PRUEFBESTJ,SF105,Mathematik,3964
4923,2021,NATA,GESW,PRUEFBESTN,SF257,Arbeits- und Berufsberatung,0
4924,2019,NATD,GESM,PRUEFBESTJ,SF095,Latein,209
4925,2020,NATA,GESW,PRUEFBESTN,SF200,Computer- und Kommunikationstechniken,1
4926,2021,NATD,GESW,PRUEFBESTN,SF123,Ingenieurinformatik/Technische Informatik,5
4927,2021,NATD,GESM,PRUEFBESTN,SF262,Bibliothekswesen,0
4928,2022,NATD,GESW,PRUEFBESTN,SF136,Religionswissenschaft,0
4929,2023,NATA,GESM,PRUEFBESTN,SF310,Regenerative Energien,5
4930,2021,NATD,GESM,PRUEFBESTN,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),6
4931,2021,NATD,GESW,PRUEFBESTJ,SF121,Medieninformatik,863
4932,2022,NATD,GESM,PRUEFBESTN,SF079,Informatik,349
4933,2019,NATD,GESW,PRUEFBESTJ,SF196,Studienkolleg,0
4934,2019,NATA,GESM,PRUEFBESTJ,SF083,Islamwissenschaft,27
4935,2023,NATA,GESM,PRUEFBESTN,SF060,Gartenbau,1
4936,2021,NATA,GESW,PRUEFBESTN,SF017,Bauingenieurwesen/Ingenieurbau,17
4937,2019,NATD,GESW,PRUEFBESTN,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
4938,2019,NATA,GESW,PRUEFBESTN,SF207,Sorabistik,0
4939,2019,NATD,GESW,PRUEFBESTJ,SF206,Polnisch,8
4940,2019,NATA,GESM,PRUEFBESTN,SF202,Fertigungs-/Produktionstechnik,27
4941,2019,NATA,GESW,PRUEFBESTJ,SF064,Naturschutz,38
4942,2021,NATD,GESM,PRUEFBESTJ,SF155,Theaterwissenschaft,86
4943,2021,NATA,GESM,PRUEFBESTN,SF156,Tiermedizin/Veterinärmedizin,1
4944,2021,NATA,GESW,PRUEFBESTJ,SF135,Rechtswissenschaft,865
4945,2021,NATD,GESW,PRUEFBESTN,SF269,Zoll- und Steuerverwaltung,50
4946,2020,NATA,GESM,PRUEFBESTJ,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,936
4947,2018,NATA,GESM,PRUEFBESTJ,SF320,Ernährungswissenschaft,16
4948,2019,NATA,GESW,PRUEFBESTN,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
4949,2019,NATD,GESW,PRUEFBESTJ,SF050,Geografie/Erdkunde,1878
4950,2021,NATA,GESM,PRUEFBESTJ,SF143,Augenoptik,0
4951,2021,NATA,GESM,PRUEFBESTN,SF158,Turkologie,0
4952,2020,NATD,GESW,PRUEFBESTN,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),1
4953,2019,NATD,GESW,PRUEFBESTN,SF065,Geologie/Paläontologie,1
4954,2020,NATD,GESM,PRUEFBESTJ,SF029,Sportwissenschaft,1536
4955,2018,NATA,GESM,PRUEFBESTN,SF193,Kirchenmusik,0
4956,2023,NATA,GESW,PRUEFBESTJ,SF272,Alte Geschichte,2
4957,2019,NATD,GESM,PRUEFBESTN,SF215,Gesundheitstechnik,93
4958,2021,NATD,GESM,PRUEFBESTN,SF168,Justizvollzug,0
4959,2023,NATD,GESW,PRUEFBESTJ,SF260,Bundeswehrverwaltung,86
4960,2023,NATA,GESM,PRUEFBESTJ,SF226,Verfahrenstechnik,236
4961,2018,NATD,GESW,PRUEFBESTJ,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
4962,2019,NATA,GESW,PRUEFBESTN,SF197,Holzbau,0
4963,2018,NATD,GESM,PRUEFBESTJ,SF064,Naturschutz,54
4964,2022,NATA,GESW,PRUEFBESTJ,SF141,Abfallwirtschaft,0
4965,2020,NATD,GESM,PRUEFBESTN,SF220,Milch- und Molkereiwirtschaft,0
4966,2020,NATA,GESW,PRUEFBESTN,SF191,Komposition,0
4967,2020,NATD,GESW,PRUEFBESTN,SF081,Iranistik,0
4968,2023,NATA,GESW,PRUEFBESTJ,SF032,Chemie,586
4969,2019,NATD,GESM,PRUEFBESTJ,SF097,Lebensmitteltechnologie,319
4970,2019,NATD,GESM,PRUEFBESTJ,SF107,Medizin (Allgemein-Medizin),6297
4971,2023,NATA,GESM,PRUEFBESTJ,SF320,Ernährungswissenschaft,14
4972,2019,NATA,GESM,PRUEFBESTN,SF107,Medizin (Allgemein-Medizin),9
4973,2018,NATA,GESM,PRUEFBESTN,SF203,Industriedesign/Produktgestaltung,0
4974,2022,NATA,GESM,PRUEFBESTN,SF189,Niederdeutsch,0
4975,2019,NATA,GESM,PRUEFBESTN,SF097,Lebensmitteltechnologie,2
4976,2023,NATD,GESW,PRUEFBESTJ,SF020,Bergbau/Bergtechnik,42
4977,2020,NATA,GESW,PRUEFBESTN,SF201,Werken (technisch)/Technologie,0
4978,2018,NATA,GESW,PRUEFBESTJ,SF032,Chemie,460
4979,2020,NATD,GESM,PRUEFBESTJ,SF123,Ingenieurinformatik/Technische Informatik,1186
4980,2022,NATD,GESM,PRUEFBESTJ,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
4981,2018,NATD,GESW,PRUEFBESTJ,SF140,Angewandte Systemwissenschaften,79
4982,2023,NATA,GESW,PRUEFBESTJ,SF178,Wirtschafts-/Sozialgeografie,5
4983,2022,NATA,GESM,PRUEFBESTJ,SF041,Sonstiges Orientierungsstudium,0
4984,2020,NATA,GESM,PRUEFBESTN,SF018,Berufsbezogene Fremdsprachenausbildung,1
4985,2018,NATD,GESM,PRUEFBESTN,SF065,Geologie/Paläontologie,0
4986,2020,NATA,GESM,PRUEFBESTJ,SF037,Archiv- und Dokumentationswissenschaft,1
4987,2020,NATA,GESW,PRUEFBESTJ,SF083,Islamwissenschaft,32
4988,2018,NATA,GESM,PRUEFBESTJ,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),260
4989,2020,NATD,GESM,PRUEFBESTN,SF126,Pharmazie,26
4990,2018,NATA,GESM,PRUEFBESTN,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
4991,2022,NATA,GESW,PRUEFBESTJ,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
4992,2022,NATD,GESW,PRUEFBESTJ,SF253,Sozialwesen,3818
4993,2020,NATD,GESW,PRUEFBESTJ,SF093,Landespflege/Landschaftsgestaltung,540
4994,2020,NATD,GESW,PRUEFBESTJ,SF009,Anthropologie (Humanbiologie),110
4995,2018,NATA,GESW,PRUEFBESTN,SF035,Darstellende Kunst/Bühnenkunst/Regie,0
4996,2023,NATD,GESW,PRUEFBESTJ,SF166,Sportmanagement/Sportökonomie,711
4997,2020,NATA,GESM,PRUEFBESTN,SF258,Arbeitsverwaltung,0
4998,2023,NATD,GESW,PRUEFBESTN,SF035,Darstellende Kunst/Bühnenkunst/Regie,3
4999,2018,NATD,GESW,PRUEFBESTN,SF165,Orchestermusik,0
5000,2018,NATA,GESW,PRUEFBESTJ,SF178,Wirtschafts-/Sozialgeografie,2
5001,2022,NATD,GESM,PRUEFBESTJ,SF207,Sorabistik,0
5002,2018,NATA,GESW,PRUEFBESTN,SF275,Wissenschaftsgeschichte/Technikgeschichte,0
5003,2020,NATA,GESW,PRUEFBESTN,SF097,Lebensmitteltechnologie,6
5004,2018,NATA,GESM,PRUEFBESTN,SF109,Publizistik (ab 2008 zu SF303),0
5005,2023,NATA,GESW,PRUEFBESTN,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
5006,2020,NATD,GESM,PRUEFBESTJ,SF269,Zoll- und Steuerverwaltung,736
5007,2022,NATA,GESM,PRUEFBESTN,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),0
5008,2020,NATA,GESW,PRUEFBESTN,SF107,Medizin (Allgemein-Medizin),2
5009,2018,NATD,GESW,PRUEFBESTJ,SF286,Mikrosystemtechnik,50
5010,2022,NATA,GESM,PRUEFBESTN,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",0
5011,2022,NATA,GESW,PRUEFBESTJ,SF287,Neue Medien,42
5012,2018,NATA,GESM,PRUEFBESTJ,SF321,Erwachsenenbildung und außerschulische Jugendbild.,5
5013,2021,NATD,GESM,PRUEFBESTJ,SF010,Arabisch/Arabistik,23
5014,2020,NATA,GESM,PRUEFBESTJ,SF131,Portugiesisch,2
5015,2021,NATA,GESM,PRUEFBESTJ,SF142,Schiffbau/Schiffstechnik,55
5016,2022,NATD,GESW,PRUEFBESTJ,SF159,Edelstein- und Schmuckdesign,4
5017,2023,NATD,GESW,PRUEFBESTN,SF034,Dänisch,0
5018,2022,NATA,GESW,PRUEFBESTN,SF156,Tiermedizin/Veterinärmedizin,1
5019,2022,NATD,GESM,PRUEFBESTJ,SF208,Soziale Arbeit,2332
5020,2023,NATA,GESW,PRUEFBESTN,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
5021,2020,NATA,GESW,PRUEFBESTJ,SF082,Holz-/Fasertechnik,2
5022,2019,NATA,GESW,PRUEFBESTN,SF290,Sonstige Fächer,0
5023,2018,NATA,GESM,PRUEFBESTJ,SF071,Haushalts- und Ernährungswissenschaft,19
5024,2022,NATD,GESM,PRUEFBESTN,SF174,Volkskunde,1
