,year,nationality,gender,passed,subj_code,subj_name,number
9780,2018,NATA,GESM,PRUEFBESTN,SF255,Archivwesen,0
9781,2018,NATD,GESM,PRUEFBESTJ,SF025,Biochemie,715
9782,2020,NATD,GESM,PRUEFBESTN,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
9783,2018,NATA,GESW,PRUEFBESTJ,SF193,Kirchenmusik,15
9784,2021,NATD,GESW,PRUEFBESTJ,SF321,Erwachsenenbildung und außerschulische Jugendbild.,456
9785,2018,NATA,GESM,PRUEFBESTJ,SF013,Architektur,619
9786,2023,NATD,GESM,PRUEFBESTJ,SF039,Geowissenschaften allgemein,687
9787,2020,NATD,GESM,PRUEFBESTJ,SF271,Deutsch als Fremdsprache oder als Zweitsprache,61
9788,2018,NATD,GESM,PRUEFBESTN,SF001,Ägyptologie,0
9789,2022,NATA,GESM,PRUEFBESTJ,SF210,Verkehrswirtschaft,52
9790,2022,NATA,GESW,PRUEFBESTN,SF128,Physik,4
9791,2018,NATA,GESW,PRUEFBESTJ,SF203,Industriedesign/Produktgestaltung,72
9792,2022,NATD,GESM,PRUEFBESTJ,SF247,Medizinische Informatik,192
9793,2020,NATD,GESM,PRUEFBESTN,SF059,Französisch,5
9794,2023,NATD,GESM,PRUEFBESTN,SF255,Archivwesen,0
9795,2022,NATA,GESW,PRUEFBESTN,SF129,Politikwissenschaft/Politologie,10
9796,2022,NATA,GESM,PRUEFBESTJ,SF117,Ausländerpädagogik,37
9797,2019,NATA,GESM,PRUEFBESTJ,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),7
9798,2022,NATD,GESW,PRUEFBESTJ,SF186,Lernbereich Naturwissenschaft/Sachunterricht,771
9799,2020,NATA,GESW,PRUEFBESTJ,SF150,Spanisch,80
9800,2019,NATD,GESM,PRUEFBESTJ,SF271,Deutsch als Fremdsprache oder als Zweitsprache,78
9801,2022,NATA,GESM,PRUEFBESTN,SF080,Instrumentalmusik,5
9802,2022,NATD,GESM,PRUEFBESTJ,SF007,Angewandte Kunst,230
9803,2023,NATA,GESM,PRUEFBESTN,SF121,Medieninformatik,12
9804,2021,NATD,GESW,PRUEFBESTN,SF194,Tonmeister,0
9805,2022,NATD,GESM,PRUEFBESTJ,SF091,Kunsterziehung,136
9806,2021,NATD,GESW,PRUEFBESTN,SF204,Malerei,0
9807,2020,NATD,GESW,PRUEFBESTJ,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",92
9808,2020,NATD,GESW,PRUEFBESTJ,SF186,Lernbereich Naturwissenschaft/Sachunterricht,759
9809,2021,NATA,GESW,PRUEFBESTN,SF216,Glastechnik/Keramik,0
9810,2022,NATD,GESW,PRUEFBESTJ,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",98
9811,2018,NATD,GESW,PRUEFBESTN,SF085,Japanologie,14
9812,2020,NATA,GESM,PRUEFBESTJ,SF117,Ausländerpädagogik,6
9813,2021,NATA,GESW,PRUEFBESTN,SF060,Gartenbau,0
9814,2023,NATA,GESW,PRUEFBESTN,SF180,Kaukasistik,0
9815,2018,NATA,GESW,PRUEFBESTN,SF075,Holzwirtschaft,0
9816,2020,NATD,GESW,PRUEFBESTN,SF041,Sonstiges Orientierungsstudium,0
9817,2022,NATD,GESW,PRUEFBESTN,SF041,Sonstiges Orientierungsstudium,0
9818,2022,NATD,GESM,PRUEFBESTN,SF104,Maschinenbau/-wesen,377
9819,2019,NATA,GESM,PRUEFBESTJ,SF189,Niederdeutsch,0
9820,2020,NATA,GESW,PRUEFBESTN,SF271,Deutsch als Fremdsprache oder als Zweitsprache,7
9821,2022,NATD,GESM,PRUEFBESTN,SF094,Wasserbau,10
9822,2019,NATA,GESW,PRUEFBESTJ,SF114,Musikwissenschaft/-geschichte,51
9823,2021,NATD,GESM,PRUEFBESTJ,SF182,Internationale Betriebswirtschaft/Management,3422
9824,2019,NATD,GESM,PRUEFBESTJ,SF177,Werkstofftechnik,711
9825,2021,NATD,GESW,PRUEFBESTJ,SF073,Judaistik/Hebräisch,21
9826,2019,NATD,GESW,PRUEFBESTJ,SF124,Ozeanografie,3
9827,2021,NATA,GESM,PRUEFBESTJ,SF194,Tonmeister,7
9828,2019,NATD,GESM,PRUEFBESTN,SF548,Ur- und Frühgeschichte,2
9829,2021,NATA,GESM,PRUEFBESTN,SF171,Vermessungswesen (Geodäsie),3
9830,2021,NATD,GESM,PRUEFBESTN,SF457,Umwelttechnik (einschließlich Recycling),13
9831,2021,NATA,GESM,PRUEFBESTJ,SF204,Malerei,22
9832,2022,NATD,GESW,PRUEFBESTN,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,0
9833,2019,NATA,GESW,PRUEFBESTN,SF353,Pflanzenproduktion,0
9834,2019,NATA,GESM,PRUEFBESTN,SF164,Jazz und Popularmusik,0
9835,2020,NATA,GESW,PRUEFBESTJ,SF390,Archäometrie (Ingenieurarchäologie),1
9836,2020,NATA,GESM,PRUEFBESTJ,SF211,Energieverfahrenstechnik,175
9837,2019,NATD,GESM,PRUEFBESTJ,SF031,Byzantinistik,0
9838,2020,NATD,GESW,PRUEFBESTJ,SF280,Kartografie,11
9839,2023,NATA,GESM,PRUEFBESTN,SF361,Schulpädagogik,0
9840,2019,NATD,GESM,PRUEFBESTN,SF152,Allg. Sprachwissenschaft/Indogermanistik,20
9841,2019,NATA,GESM,PRUEFBESTJ,SF043,Neugriechisch,1
9842,2022,NATA,GESW,PRUEFBESTJ,SF091,Kunsterziehung,49
9843,2018,NATA,GESM,PRUEFBESTN,SF110,Meteorologie,0
9844,2018,NATA,GESW,PRUEFBESTJ,SF108,Metalltechnik,2
9845,2019,NATD,GESW,PRUEFBESTN,SF091,Kunsterziehung,6
9846,2020,NATD,GESM,PRUEFBESTJ,SF176,Werkerziehung,1
9847,2019,NATA,GESW,PRUEFBESTN,SF259,Auswärtige Angelegenheiten,0
9848,2020,NATA,GESW,PRUEFBESTN,SF178,Wirtschafts-/Sozialgeografie,0
9849,2019,NATD,GESW,PRUEFBESTN,SF101,Restaurierungskunde,0
9850,2023,NATA,GESM,PRUEFBESTJ,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",1
9851,2019,NATA,GESW,PRUEFBESTN,SF113,Musikerziehung,2
9852,2020,NATD,GESW,PRUEFBESTN,SF188,Allgemeine Literaturwissenschaft,2
9853,2022,NATA,GESW,PRUEFBESTJ,SF247,Medizinische Informatik,56
9854,2021,NATA,GESM,PRUEFBESTN,SF077,Wasserwirtschaft,1
9855,2019,NATA,GESW,PRUEFBESTN,SF019,Orientierungsstudium MINT,0
9856,2021,NATD,GESM,PRUEFBESTN,SF061,Meliorationswesen,0
9857,2019,NATD,GESM,PRUEFBESTN,SF059,Französisch,8
9858,2020,NATA,GESW,PRUEFBESTN,SF032,Chemie,21
9859,2020,NATD,GESW,PRUEFBESTN,SF042,Wirtschaftsrecht,86
9860,2023,NATA,GESM,PRUEFBESTJ,SF266,Finanzverwaltung,1
9861,2019,NATD,GESW,PRUEFBESTN,SF247,Medizinische Informatik,5
9862,2018,NATD,GESW,PRUEFBESTJ,SF086,"Katholische Theologie, - Religionslehre",616
9863,2022,NATA,GESW,PRUEFBESTJ,SF101,Restaurierungskunde,16
9864,2018,NATA,GESW,PRUEFBESTJ,SF098,Sportpädagogik/Sportpsychologie,27
9865,2018,NATD,GESM,PRUEFBESTJ,SF264,Sozialversicherung,143
9866,2020,NATD,GESM,PRUEFBESTJ,SF270,Berufs- und Wirtschaftspädagogik,55
9867,2018,NATA,GESM,PRUEFBESTN,SF016,Baltistik,0
9868,2018,NATD,GESW,PRUEFBESTN,SF084,Italienisch,11
9869,2023,NATD,GESM,PRUEFBESTJ,SF134,Raumplanung,445
9870,2018,NATA,GESW,PRUEFBESTJ,SF202,Fertigungs-/Produktionstechnik,56
9871,2022,NATA,GESW,PRUEFBESTN,SF223,Nautik/Seefahrt,0
9872,2018,NATA,GESW,PRUEFBESTN,SF074,Transport-/Fördertechnik,0
9873,2023,NATD,GESW,PRUEFBESTJ,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),729
9874,2022,NATD,GESM,PRUEFBESTJ,SF101,Restaurierungskunde,31
9875,2023,NATA,GESM,PRUEFBESTJ,SF026,Biologie,605
9876,2020,NATA,GESW,PRUEFBESTJ,SF056,Finno-Ugristik,3
9877,2019,NATD,GESW,PRUEFBESTN,SF007,Angewandte Kunst,1
9878,2018,NATA,GESM,PRUEFBESTJ,SF254,Sachunterricht (einschließlich Schulgarten),0
9879,2020,NATD,GESM,PRUEFBESTN,SF152,Allg. Sprachwissenschaft/Indogermanistik,7
9880,2022,NATA,GESM,PRUEFBESTN,SF333,Haushaltswissenschaft,0
9881,2023,NATD,GESW,PRUEFBESTN,SF204,Malerei,0
9882,2018,NATA,GESM,PRUEFBESTJ,SF014,Astrophysik und Astronomie,33
9883,2018,NATD,GESW,PRUEFBESTJ,SF180,Kaukasistik,0
9884,2023,NATD,GESW,PRUEFBESTN,SF194,Tonmeister,0
9885,2020,NATA,GESM,PRUEFBESTN,SF164,Jazz und Popularmusik,0
9886,2022,NATA,GESM,PRUEFBESTJ,SF211,Energieverfahrenstechnik,184
9887,2018,NATD,GESM,PRUEFBESTN,SF146,Slawistik (Slawische Philologie),1
9888,2020,NATD,GESM,PRUEFBESTJ,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",1071
9889,2023,NATD,GESM,PRUEFBESTN,SF016,Baltistik,0
9890,2021,NATD,GESM,PRUEFBESTJ,SF089,Verkehrsingenieurwesen,543
9891,2023,NATA,GESW,PRUEFBESTN,SF086,"Katholische Theologie, - Religionslehre",5
9892,2020,NATD,GESM,PRUEFBESTN,SF548,Ur- und Frühgeschichte,2
9893,2022,NATA,GESW,PRUEFBESTJ,SF007,Angewandte Kunst,59
9894,2021,NATA,GESW,PRUEFBESTN,SF310,Regenerative Energien,2
9895,2018,NATA,GESM,PRUEFBESTN,SF256,Rechtspflege,0
9896,2018,NATD,GESM,PRUEFBESTJ,SF024,Europäische Ethnologie und Kulturwissenschaft,137
9897,2023,NATA,GESM,PRUEFBESTN,SF028,Brauwesen/Getränketechnologie,8
9898,2018,NATA,GESW,PRUEFBESTJ,SF192,Dirigieren,19
9899,2020,NATD,GESW,PRUEFBESTJ,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),147
9900,2018,NATD,GESW,PRUEFBESTN,SF088,Optoelektronik,0
9901,2023,NATD,GESW,PRUEFBESTN,SF191,Komposition,0
9902,2023,NATA,GESM,PRUEFBESTJ,SF029,Sportwissenschaft,100
9903,2020,NATA,GESW,PRUEFBESTJ,SF053,"Evangelische Theologie, - Religionslehre",22
9904,2022,NATD,GESM,PRUEFBESTJ,SF104,Maschinenbau/-wesen,13434
9905,2019,NATD,GESM,PRUEFBESTJ,SF174,Volkskunde,57
9906,2022,NATD,GESW,PRUEFBESTJ,SF185,Zahnmedizin,1633
9907,2019,NATA,GESM,PRUEFBESTJ,SF042,Wirtschaftsrecht,67
9908,2023,NATA,GESM,PRUEFBESTN,SF124,Ozeanografie,0
9909,2022,NATD,GESM,PRUEFBESTJ,SF094,Wasserbau,109
9910,2023,NATD,GESM,PRUEFBESTN,SF256,Rechtspflege,7
9911,2020,NATD,GESW,PRUEFBESTJ,SF043,Neugriechisch,3
9912,2022,NATD,GESW,PRUEFBESTN,SF280,Kartografie,0
9913,2022,NATA,GESM,PRUEFBESTJ,SF114,Musikwissenschaft/-geschichte,40
9914,2019,NATA,GESM,PRUEFBESTJ,SF282,Biotechnologie,98
9915,2020,NATA,GESM,PRUEFBESTJ,SF118,Technomathematik,8
9916,2018,NATA,GESW,PRUEFBESTJ,SF200,Computer- und Kommunikationstechniken,79
9917,2020,NATA,GESW,PRUEFBESTJ,SF199,Lernbereich Technik,1
9918,2020,NATA,GESW,PRUEFBESTJ,SF209,Tschechisch,3
9919,2021,NATD,GESM,PRUEFBESTJ,SF085,Japanologie,99
9920,2018,NATD,GESM,PRUEFBESTJ,SF263,Polizei/Verfassungsschutz,3073
9921,2019,NATD,GESM,PRUEFBESTN,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",2
9922,2023,NATD,GESW,PRUEFBESTN,SF201,Werken (technisch)/Technologie,0
9923,2018,NATA,GESM,PRUEFBESTN,SF017,Bauingenieurwesen/Ingenieurbau,91
9924,2022,NATD,GESW,PRUEFBESTN,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",0
9925,2020,NATD,GESM,PRUEFBESTN,SF056,Finno-Ugristik,3
9926,2021,NATA,GESW,PRUEFBESTJ,SF458,Umweltschutz,60
9927,2023,NATD,GESM,PRUEFBESTN,SF110,Meteorologie,2
9928,2019,NATA,GESM,PRUEFBESTN,SF163,Rhythmik,0
9929,2019,NATA,GESW,PRUEFBESTJ,SF017,Bauingenieurwesen/Ingenieurbau,437
9930,2022,NATA,GESW,PRUEFBESTN,SF464,Facility Management,0
9931,2021,NATA,GESW,PRUEFBESTN,SF219,Kunststofftechnik,1
9932,2020,NATA,GESW,PRUEFBESTN,SF174,Volkskunde,0
9933,2022,NATA,GESM,PRUEFBESTN,SF083,Islamwissenschaft,1
9934,2021,NATD,GESW,PRUEFBESTN,SF195,Gesundheitspädagogik,3
9935,2021,NATA,GESW,PRUEFBESTJ,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
9936,2021,NATD,GESW,PRUEFBESTN,SF205,Bildhauerei/Plastik,0
9937,2019,NATD,GESM,PRUEFBESTN,SF305,Medientechnik,37
9938,2022,NATD,GESM,PRUEFBESTN,SF105,Mathematik,73
9939,2022,NATD,GESW,PRUEFBESTN,SF186,Lernbereich Naturwissenschaft/Sachunterricht,1
9940,2019,NATA,GESM,PRUEFBESTJ,SF188,Allgemeine Literaturwissenschaft,14
9941,2022,NATD,GESM,PRUEFBESTN,SF095,Latein,1
9942,2019,NATD,GESW,PRUEFBESTJ,SF221,Bioinformatik,131
9943,2020,NATA,GESM,PRUEFBESTJ,SF212,Feinwerktechnik,11
9944,2019,NATA,GESW,PRUEFBESTN,SF210,Verkehrswirtschaft,1
9945,2021,NATA,GESW,PRUEFBESTN,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
9946,2019,NATD,GESM,PRUEFBESTN,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
9947,2021,NATD,GESW,PRUEFBESTJ,SF074,Transport-/Fördertechnik,9
9948,2019,NATA,GESW,PRUEFBESTJ,SF257,Arbeits- und Berufsberatung,1
9949,2021,NATA,GESM,PRUEFBESTJ,SF193,Kirchenmusik,9
9950,2021,NATA,GESM,PRUEFBESTJ,SF203,Industriedesign/Produktgestaltung,71
9951,2019,NATA,GESW,PRUEFBESTJ,SF111,Mineralogie,6
9952,2020,NATA,GESW,PRUEFBESTJ,SF303,Kommunikationswissenschaft/Publizistik,210
9953,2020,NATD,GESM,PRUEFBESTN,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",4
9954,2018,NATD,GESM,PRUEFBESTN,SF385,Geoökologie,1
9955,2022,NATA,GESW,PRUEFBESTJ,SF102,Schauspiel,7
9956,2018,NATA,GESW,PRUEFBESTN,SF321,Erwachsenenbildung und außerschulische Jugendbild.,1
9957,2018,NATA,GESW,PRUEFBESTJ,SF097,Lebensmitteltechnologie,26
9958,2019,NATD,GESW,PRUEFBESTN,SF102,Schauspiel,0
9959,2022,NATA,GESW,PRUEFBESTJ,SF092,"Kunstgeschichte, Kunstwissenschaft",143
9960,2018,NATA,GESM,PRUEFBESTJ,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,4
9961,2021,NATA,GESM,PRUEFBESTN,SF074,Transport-/Fördertechnik,0
9962,2021,NATD,GESM,PRUEFBESTN,SF064,Naturschutz,0
9963,2019,NATD,GESM,PRUEFBESTN,SF056,Finno-Ugristik,1
9964,2018,NATD,GESW,PRUEFBESTJ,SF083,Islamwissenschaft,159
9965,2018,NATA,GESW,PRUEFBESTJ,SF107,Medizin (Allgemein-Medizin),810
9966,2020,NATD,GESM,PRUEFBESTJ,SF175,Volkswirtschaftslehre,2120
9967,2019,NATD,GESW,PRUEFBESTJ,SF128,Physik,1389
9968,2023,NATA,GESW,PRUEFBESTJ,SF213,Versorgungstechnik,10
9969,2019,NATA,GESW,PRUEFBESTJ,SF018,Berufsbezogene Fremdsprachenausbildung,60
9970,2019,NATA,GESW,PRUEFBESTN,SF116,Textilgestaltung,0
9971,2019,NATD,GESW,PRUEFBESTN,SF092,"Kunstgeschichte, Kunstwissenschaft",54
9972,2020,NATA,GESW,PRUEFBESTN,SF175,Volkswirtschaftslehre,30
9973,2020,NATD,GESW,PRUEFBESTJ,SF189,Niederdeutsch,2
9974,2021,NATD,GESM,PRUEFBESTJ,SF086,"Katholische Theologie, - Religionslehre",269
9975,2023,NATD,GESM,PRUEFBESTN,SF017,Bauingenieurwesen/Ingenieurbau,454
9976,2023,NATD,GESW,PRUEFBESTJ,SF225,Textil- und Bekleidungstechnik/-gewerbe,319
9977,2023,NATA,GESM,PRUEFBESTJ,SF123,Ingenieurinformatik/Technische Informatik,520
9978,2022,NATA,GESW,PRUEFBESTJ,SF008,Anglistik/Englisch,495
9979,2020,NATD,GESM,PRUEFBESTN,SF055,Orientierungsstudium Gesellschaftswissenschaften,0
9980,2018,NATA,GESM,PRUEFBESTN,SF257,Arbeits- und Berufsberatung,0
9981,2018,NATD,GESM,PRUEFBESTJ,SF023,Bildende Kunst/Grafik,203
9982,2019,NATD,GESW,PRUEFBESTN,SF008,Anglistik/Englisch,254
9983,2021,NATA,GESW,PRUEFBESTJ,SF457,Umwelttechnik (einschließlich Recycling),137
9984,2018,NATA,GESW,PRUEFBESTJ,SF191,Komposition,20
9985,2018,NATD,GESW,PRUEFBESTN,SF181,Wirtschaftspädagogik,43
9986,2022,NATD,GESM,PRUEFBESTN,SF200,Computer- und Kommunikationstechniken,29
9987,2018,NATD,GESW,PRUEFBESTJ,SF333,Haushaltswissenschaft,29
9988,2020,NATA,GESM,PRUEFBESTJ,SF119,Niederländisch,1
9989,2023,NATD,GESM,PRUEFBESTJ,SF135,Rechtswissenschaft,5068
9990,2022,NATA,GESW,PRUEFBESTN,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,0
9991,2018,NATA,GESW,PRUEFBESTJ,SF201,Werken (technisch)/Technologie,0
9992,2023,NATA,GESM,PRUEFBESTN,SF125,Agrarökonomie,8
9993,2023,NATA,GESM,PRUEFBESTJ,SF269,Zoll- und Steuerverwaltung,2
9994,2023,NATA,GESW,PRUEFBESTN,SF085,Japanologie,2
9995,2023,NATA,GESW,PRUEFBESTJ,SF119,Niederländisch,1
9996,2023,NATD,GESM,PRUEFBESTN,SF257,Arbeits- und Berufsberatung,1
9997,2018,NATD,GESM,PRUEFBESTJ,SF169,Ethik,69
9998,2018,NATA,GESM,PRUEFBESTJ,SF255,Archivwesen,0
9999,2018,NATA,GESW,PRUEFBESTN,SF227,Weinbau und Kellerwirtschaft,0
10000,2023,NATD,GESW,PRUEFBESTN,SF097,Lebensmitteltechnologie,21
10001,2018,NATA,GESM,PRUEFBESTN,SF111,Mineralogie,1
10002,2020,NATD,GESM,PRUEFBESTN,SF305,Medientechnik,38
10003,2020,NATA,GESM,PRUEFBESTN,SF163,Rhythmik,0
10004,2018,NATA,GESW,PRUEFBESTN,SF071,Haushalts- und Ernährungswissenschaft,2
10005,2018,NATD,GESM,PRUEFBESTN,SF145,Sinologie/Koreanistik,13
10006,2023,NATD,GESW,PRUEFBESTN,SF107,Medizin (Allgemein-Medizin),35
10007,2021,NATA,GESM,PRUEFBESTJ,SF192,Dirigieren,22
10008,2023,NATD,GESW,PRUEFBESTN,SF202,Fertigungs-/Produktionstechnik,3
10009,2023,NATA,GESM,PRUEFBESTN,SF123,Ingenieurinformatik/Technische Informatik,45
10010,2022,NATD,GESM,PRUEFBESTJ,SF093,Landespflege/Landschaftsgestaltung,327
10011,2021,NATA,GESM,PRUEFBESTJ,SF202,Fertigungs-/Produktionstechnik,301
10012,2023,NATD,GESM,PRUEFBESTN,SF111,Mineralogie,0
10013,2021,NATD,GESW,PRUEFBESTN,SF300,Biomedizin,0
10014,2020,NATD,GESW,PRUEFBESTJ,SF042,Wirtschaftsrecht,1813
10015,2023,NATA,GESW,PRUEFBESTN,SF084,Italienisch,1
10016,2020,NATA,GESM,PRUEFBESTJ,SF213,Versorgungstechnik,26
10017,2018,NATD,GESW,PRUEFBESTN,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
10018,2021,NATA,GESW,PRUEFBESTN,SF312,Statistik,1
10019,2020,NATD,GESW,PRUEFBESTJ,SF282,Biotechnologie,1285
10020,2023,NATD,GESW,PRUEFBESTN,SF192,Dirigieren,0
10021,2021,NATA,GESW,PRUEFBESTN,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
10022,2021,NATD,GESW,PRUEFBESTN,SF050,Geografie/Erdkunde,26
10023,2020,NATA,GESW,PRUEFBESTJ,SF294,Materialwissenschaften,45
10024,2019,NATA,GESM,PRUEFBESTJ,SF041,Sonstiges Orientierungsstudium,0
10025,2019,NATD,GESM,PRUEFBESTN,SF390,Archäometrie (Ingenieurarchäologie),0
10026,2018,NATD,GESM,PRUEFBESTJ,SF262,Bibliothekswesen,1
10027,2018,NATA,GESM,PRUEFBESTN,SF018,Berufsbezogene Fremdsprachenausbildung,4
10028,2020,NATD,GESM,PRUEFBESTN,SF057,Luft- und Raumfahrttechnik,101
10029,2022,NATA,GESM,PRUEFBESTJ,SF115,Grundschul-/Primärstufenpädagogik,4
10030,2020,NATA,GESM,PRUEFBESTN,SF069,Grafikdesign/Kommunikationsgestaltung,3
10031,2022,NATD,GESM,PRUEFBESTN,SF190,Sonderpädagogik,1
10032,2021,NATA,GESW,PRUEFBESTN,SF458,Umweltschutz,0
10033,2020,NATA,GESW,PRUEFBESTJ,SF054,Film und Fernsehen,38
10034,2022,NATD,GESM,PRUEFBESTJ,SF103,Markscheidewesen,3
10035,2021,NATA,GESM,PRUEFBESTJ,SF098,Sportpädagogik/Sportpsychologie,16
10036,2021,NATD,GESW,PRUEFBESTN,SF290,Sonstige Fächer,1
10037,2022,NATD,GESW,PRUEFBESTJ,SF184,Wirtschaftswissenschaften,5884
10038,2022,NATA,GESM,PRUEFBESTN,SF082,Holz-/Fasertechnik,0
10039,2021,NATD,GESW,PRUEFBESTN,SF196,Studienkolleg,0
10040,2021,NATA,GESW,PRUEFBESTJ,SF061,Meliorationswesen,1
10041,2021,NATD,GESW,PRUEFBESTN,SF206,Polnisch,0
10042,2020,NATD,GESW,PRUEFBESTN,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),1
10043,2022,NATD,GESW,PRUEFBESTN,SF185,Zahnmedizin,2
10044,2021,NATA,GESM,PRUEFBESTJ,SF108,Metalltechnik,2
10045,2020,NATA,GESW,PRUEFBESTJ,SF544,"Ev. Religionspädagogik, kirchliche Bildungsarbeit",0
10046,2019,NATA,GESM,PRUEFBESTN,SF162,Caritaswissenschaft,0
10047,2019,NATD,GESM,PRUEFBESTN,SF150,Spanisch,8
10048,2019,NATA,GESW,PRUEFBESTJ,SF258,Arbeitsverwaltung,0
10049,2020,NATA,GESW,PRUEFBESTJ,SF304,Medienwirtschaft/Medienmanagement,100
10050,2022,NATD,GESM,PRUEFBESTN,SF106,Tanzpädagogik,0
10051,2019,NATA,GESM,PRUEFBESTJ,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,56
10052,2022,NATD,GESM,PRUEFBESTN,SF096,Lebensmittelchemie,1
10053,2019,NATD,GESW,PRUEFBESTJ,SF220,Milch- und Molkereiwirtschaft,11
10054,2021,NATD,GESW,PRUEFBESTJ,SF075,Holzwirtschaft,13
10055,2021,NATD,GESM,PRUEFBESTJ,SF180,Kaukasistik,0
10056,2019,NATD,GESM,PRUEFBESTJ,SF175,Volkswirtschaftslehre,2428
10057,2022,NATD,GESM,PRUEFBESTJ,SF009,Anthropologie (Humanbiologie),59
10058,2019,NATA,GESM,PRUEFBESTN,SF069,Grafikdesign/Kommunikationsgestaltung,1
10059,2018,NATA,GESM,PRUEFBESTJ,SF016,Baltistik,0
10060,2021,NATA,GESM,PRUEFBESTN,SF075,Holzwirtschaft,0
10061,2021,NATD,GESM,PRUEFBESTN,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
10062,2019,NATD,GESM,PRUEFBESTN,SF057,Luft- und Raumfahrttechnik,132
10063,2018,NATD,GESW,PRUEFBESTJ,SF084,Italienisch,93
10064,2020,NATA,GESM,PRUEFBESTN,SF162,Caritaswissenschaft,0
10065,2018,NATD,GESM,PRUEFBESTN,SF144,Technische Kybernetik,11
10066,2020,NATD,GESW,PRUEFBESTN,SF044,Ost- und Südosteuropa-Studien,0
10067,2020,NATD,GESM,PRUEFBESTN,SF390,Archäometrie (Ingenieurarchäologie),0
10068,2023,NATD,GESW,PRUEFBESTJ,SF320,Ernährungswissenschaft,876
10069,2022,NATA,GESW,PRUEFBESTJ,SF103,Markscheidewesen,1
10070,2023,NATA,GESW,PRUEFBESTJ,SF212,Feinwerktechnik,1
10071,2018,NATA,GESW,PRUEFBESTJ,SF096,Lebensmittelchemie,17
10072,2021,NATD,GESM,PRUEFBESTN,SF219,Kunststofftechnik,1
10073,2019,NATA,GESW,PRUEFBESTJ,SF019,Orientierungsstudium MINT,0
10074,2019,NATD,GESW,PRUEFBESTN,SF093,Landespflege/Landschaftsgestaltung,8
10075,2019,NATD,GESW,PRUEFBESTJ,SF127,Philosophie,815
10076,2020,NATA,GESW,PRUEFBESTN,SF176,Werkerziehung,0
10077,2023,NATD,GESM,PRUEFBESTJ,SF230,Gesang,54
10078,2023,NATD,GESW,PRUEFBESTJ,SF070,Griechisch,20
10079,2021,NATA,GESW,PRUEFBESTJ,SF060,Gartenbau,11
10080,2023,NATA,GESM,PRUEFBESTJ,SF122,"Orientalistik, Altorientalistik",16
10081,2019,NATA,GESW,PRUEFBESTN,SF115,Grundschul-/Primärstufenpädagogik,1
10082,2020,NATD,GESW,PRUEFBESTN,SF284,Angewandte Sprachwissenschaft,7
10083,2022,NATA,GESM,PRUEFBESTN,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
10084,2019,NATD,GESW,PRUEFBESTN,SF103,Markscheidewesen,0
10085,2021,NATA,GESM,PRUEFBESTJ,SF109,Publizistik (ab 2008 zu SF303),0
10086,2020,NATA,GESM,PRUEFBESTN,SF068,Geschichte,1
10087,2023,NATD,GESW,PRUEFBESTN,SF098,Sportpädagogik/Sportpsychologie,10
10088,2019,NATA,GESM,PRUEFBESTJ,SF280,Kartografie,14
10089,2018,NATA,GESM,PRUEFBESTJ,SF110,Meteorologie,13
10090,2021,NATA,GESM,PRUEFBESTJ,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
10091,2023,NATD,GESW,PRUEFBESTN,SF108,Metalltechnik,0
10092,2023,NATA,GESM,PRUEFBESTJ,SF268,Verkehrswesen,0
10093,2020,NATD,GESW,PRUEFBESTJ,SF188,Allgemeine Literaturwissenschaft,410
10094,2021,NATD,GESM,PRUEFBESTJ,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
10095,2023,NATD,GESM,PRUEFBESTN,SF018,Berufsbezogene Fremdsprachenausbildung,0
10096,2023,NATD,GESW,PRUEFBESTJ,SF226,Verfahrenstechnik,546
10097,2022,NATA,GESW,PRUEFBESTJ,SF009,Anthropologie (Humanbiologie),54
